park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
112,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,41,44,52,59,67,75,79,78,71,61,51,44,3,3,4,3,3,3,3,4,3,3,3,3,7,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Fluor Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
113,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Hagerstown Municipal Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
114,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"L. P. Frans Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
115,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Fieldcrest Cannon Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
116,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"FirstEnergy Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
117,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,32,36,46,55,64,72,76,75,68,57,46,36,4,4,4,4,4,4,3,3,3,3,4,4,9,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Whitaker Bank Ballpark","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
118,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"State Mutual Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
119,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,49,53,59,65,73,79,82,81,77,67,59,51,3,3,3,3,3,4,4,5,3,2,3,3,8,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Grayson Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
120,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Appalachian Power Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
121,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"McKechnie Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
122,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Space Coast Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
123,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Charlotte Sports Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
124,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Bright House Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
125,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Jackie Robinson Ballpark","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
126,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Florida Auto Exchange Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
127,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,65,66,70,74,79,82,83,83,82,78,72,66,2,2,3,2,3,5,5,6,6,3,2,2,8,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Hammond Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
128,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Roger Dean Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
129,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Joker Marchant Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
130,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Roger Dean Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
131,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Digital Domain Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
132,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,61,63,67,72,78,82,83,83,82,76,69,63,3,3,3,2,2,4,4,5,4,3,2,2,8,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Steinbrenner Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
133,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,48,53,57,63,70,78,83,82,77,67,55,47,2,3,3,2,1,0,0,0,0,1,2,2,6,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Sam Lynn Ball Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
134,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Stater Bros. Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
135,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Arrowhead Credit Union Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
136,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Storm Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
137,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Clear Channel Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
138,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"John Thurman Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
139,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"The Epicenter","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
140,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"San Jose Municipal Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
141,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,46,51,55,60,67,73,77,77,73,65,53,45,3,3,3,2,1,0,0,0,0,1,3,3,8,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Banner Island Ballpark","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
142,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Rec Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
143,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Five County Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
144,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Harry Grove Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
145,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,35,38,46,55,63,71,75,74,67,56,47,38,3,3,4,3,4,3,3,4,3,3,3,3,7,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Calvin Falwell Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
146,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"BB&T Coastal Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
147,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Pfitzner Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
148,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,40,43,47,50,56,61,67,67,62,53,45,40,6,6,6,5,3,3,3,1,3,4,7,7,7,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Salem Memorial Ballpark","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
149,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,46,49,55,63,70,77,81,80,75,65,57,49,3,3,3,3,3,3,3,4,3,3,3,3,9,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Frawley Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
150,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,38,41,49,58,66,74,78,76,70,59,49,41,3,3,4,3,3,3,3,4,3,3,3,3,8,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"BB&T Ballpark","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
151,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,30,37,44,51,59,67,75,74,64,53,40,31,4,3,3,3,3,3,2,1,2,2,3,3,9,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Boise Memorial Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
152,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,40,43,46,50,55,60,66,66,62,53,45,40,6,6,6,4,3,3,3,1,3,3,6,6,8,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"PK Park","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
153,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Everett Memorial Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
154,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Volcanoes Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
155,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,27,33,40,47,54,62,69,69,59,47,35,27,5,4,4,3,3,3,3,2,2,3,4,5,9,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Avista Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
156,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Dust Devil Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
157,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Nat Bailey Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
158,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,29,35,43,49,56,63,69,68,60,49,37,29,3,3,3,2,2,2,2,1,1,2,3,3,7,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Yakima County Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
159,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,11,19,31,45,58,67,72,71,60,47,29,16,3,3,3,3,3,4,3,3,3,2,3,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Ripken Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
160,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Falcon Park","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
161,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Dwyer Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
162,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"MCU Park","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
163,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Dodd Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
164,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Dutchess Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
165,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Russell Diethrick Park","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
166,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"LeLacheur Park","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
167,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Eastwood Field","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
168,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Lubrano Park","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
