coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_c,teach_if,teach_of,handle_veterans,handle_rookies,handle_players,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,opener,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,basecoach_value,positive_relation,negative_relation
878,"Tom","Wylie","",43,"1968-8-30",71027,206,205,190,5,6,5,148,0,0,45000,2,0,0,11,7,12,1,2,77,17,41,21,19,85,74,76,0,0,0,0,0,0,2,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,3,1,0,0,6,7,4,3,9,-1,-4,6,57,32,77,7,0,35,1,0
879,"Rogelio","Ortega","",41,"1970-12-13",13848,206,195,184,4,8,4,148,0,0,40000,2,0,0,2,1,8,4,3,30,64,12,11,21,60,49,43,0,0,0,0,0,0,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,4,-7,-2,-6,2,-2,0,6,9,4,1,5,-4,-1,-1,56,61,35,3,0,21,4,0
880,"Francisco","Lopez","",38,"1973-10-9",41801,206,225,192,1,4,2,150,0,0,65000,3,0,0,4,8,5,9,1,45,28,48,48,58,46,65,38,0,0,0,0,0,1,4,3,1,0,43,0,0,0,0,-1,1,1,1,0,0,0,2,1,0,-1,0,0,1,0,1,1,-1,0,0,-1,0,-1,-4,0,0,-3,3,0,0,-5,-1,0,1,-1,8,6,3,3,8,0,1,-1,63,33,46,7,0,48,3,0
881,"Roy","Alvarez","",41,"1970-8-11",34768,206,225,187,5,2,5,150,0,0,45000,2,0,0,14,13,17,9,3,67,4,25,20,34,64,65,61,0,0,0,0,0,0,1,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,4,-3,6,2,-2,-1,8,7,4,1,-3,-1,-7,0,43,19,66,12,0,33,4,3
882,"Jim","Byers","",39,"1972-6-28",54298,206,205,193,4,2,4,150,0,0,35000,2,0,0,9,6,11,10,1,21,72,15,4,21,75,47,45,0,0,0,0,0,0,1,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-4,-3,0,-4,5,3,0,-1,5,8,5,2,5,4,-2,-3,37,68,30,9,0,22,1,4
883,"Joel","Comey","",35,"1976-10-11",50541,206,215,188,1,0,2,0,0,0,0,0,0,0,2,7,0,8,1,64,59,56,33,56,56,55,42,0,0,0,0,0,5,2,0,3,0,50,0,0,0,0,3,3,3,2,2,-2,-2,-2,3,0,0,0,-1,0,1,3,0,3,4,2,2,2,3,1,0,0,-2,2,4,1,2,-2,2,0,0,6,7,4,3,-4,-1,4,0,59,57,61,5,0,48,3,2
884,"Mike","Ashworth","",43,"1969-2-3",92479,206,220,194,5,4,5,0,0,0,0,0,0,0,1,10,8,15,2,62,51,56,35,46,71,75,64,0,0,0,0,0,2,2,2,2,0,52,0,0,0,0,-3,3,3,3,3,1,-2,-2,2,-3,-3,-3,-2,-3,0,-4,-1,1,1,0,1,3,3,1,0,0,1,5,-2,-1,2,-2,2,0,0,6,6,6,2,1,0,2,0,70,56,64,8,0,48,3,1
885,"Jaden","Washington","",40,"1972-2-6",60485,206,195,182,4,2,4,0,0,0,0,0,0,0,8,4,11,9,3,38,61,37,25,12,50,82,35,0,0,0,0,0,3,2,2,3,0,39,0,0,0,0,3,0,1,3,3,1,-1,0,0,1,3,3,2,2,2,2,1,0,2,1,1,-2,0,-3,0,0,-4,-5,-1,-6,-6,4,2,2,-1,8,6,5,1,-2,-1,0,3,46,60,42,8,0,32,4,3
886,"Michael","Gilmore","",39,"1972-5-24",51400,206,200,184,2,0,3,0,0,0,0,0,0,0,4,5,5,1,0,34,29,60,70,56,66,36,64,0,0,0,0,0,4,4,3,3,0,43,0,0,0,0,0,3,0,-2,-1,1,-3,-2,0,1,-3,-3,-1,-3,-1,-3,-2,-3,-3,-3,-3,-1,-3,2,0,0,4,3,1,-2,6,0,4,0,0,6,9,4,1,3,4,-3,-4,56,36,39,3,0,54,1,4
887,"George","Ford","",38,"1973-11-24",69776,206,190,183,10,0,14,0,0,0,0,0,0,0,7,11,2,11,1,29,38,47,47,54,35,59,39,0,0,0,0,0,0,4,3,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,-4,-3,1,-1,4,-2,0,6,7,4,3,8,7,3,2,50,40,33,9,0,49,2,3
888,"Robert","de Santiago","",39,"1972-6-29",71432,56,185,185,10,5,14,0,0,0,0,0,0,0,6,15,0,17,1,27,37,57,68,47,30,72,36,0,0,0,0,0,5,2,3,3,0,64,0,0,0,0,1,1,3,3,3,-1,-3,-1,3,-1,-1,1,1,1,3,2,1,3,2,2,3,3,3,1,0,0,6,-4,-6,3,-1,-6,2,1,0,7,7,3,3,3,6,-4,0,66,39,32,11,0,58,3,1
889,"Matt","Brooks","",42,"1970-1-28",3595,206,210,182,1,3,2,0,0,0,0,0,0,0,6,11,11,13,2,56,38,66,74,55,37,70,82,0,0,0,0,0,1,4,1,0,0,35,0,0,0,0,0,0,0,-1,0,0,1,2,-1,0,1,0,0,1,0,1,0,1,-1,-1,0,0,1,-3,0,0,0,5,-2,5,-5,1,0,0,-1,4,8,4,4,4,-3,-4,-4,62,44,58,10,0,59,2,1
890,"Ben","Johnson","",42,"1969-2-23",59119,206,195,191,5,3,5,0,0,0,0,0,0,0,6,6,3,12,0,66,10,18,31,25,57,79,81,0,0,0,0,0,0,2,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,-2,2,-3,5,4,-1,-1,7,7,5,1,-2,2,-2,-4,42,26,68,8,0,33,0,3
891,"Ivan","Zapata","",37,"1974-9-25",41955,206,200,181,4,0,4,0,0,0,0,0,0,0,1,7,0,12,1,15,53,16,26,15,53,57,53,0,0,0,0,0,0,1,2,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,-4,-6,-5,0,2,2,-1,6,9,4,1,1,-3,1,5,36,53,25,6,0,24,0,1
892,"Dan","Howard","",42,"1969-11-23",17552,206,215,184,2,9,3,0,0,0,0,0,0,0,4,9,0,14,3,35,39,49,48,33,65,55,42,0,0,0,0,0,3,0,3,3,0,76,0,0,0,0,3,1,3,3,3,1,0,0,1,2,3,3,3,2,0,1,0,1,2,1,0,0,0,-3,0,0,7,4,1,-5,2,3,2,0,0,6,9,3,2,-2,-2,-7,-3,75,43,40,8,0,50,0,4
893,"Tuna","Cig","",35,"1976-5-27",60595,206,185,186,10,0,14,0,0,0,0,0,0,0,15,4,19,0,4,30,24,80,43,58,51,43,55,0,0,0,0,0,0,2,3,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,-7,4,3,4,2,1,0,7,7,3,3,2,-6,1,-3,55,30,35,8,0,58,4,0
894,"Chris","Reeves","",38,"1974-1-6",74393,206,195,184,10,5,14,0,0,0,0,0,0,0,20,19,15,14,1,44,29,66,57,55,44,56,24,0,0,0,0,0,1,3,0,0,0,44,0,0,0,0,0,0,-1,0,1,0,-1,2,-1,1,-1,-1,0,0,1,0,-1,1,0,0,-1,1,1,-3,0,0,4,-2,-1,3,-4,-2,5,1,-1,5,10,3,2,4,-2,4,8,65,32,43,17,0,52,2,3
895,"Manuel","Miranda","",43,"1968-4-5",60910,206,180,182,1,10,2,0,0,0,0,0,0,0,10,10,14,6,2,37,49,51,63,61,67,50,51,0,0,0,0,0,1,2,1,3,0,48,0,0,0,0,-1,0,0,1,0,0,-1,3,1,-1,-1,0,1,0,0,0,0,1,1,-1,1,1,-1,-3,0,0,-3,0,-2,0,-3,0,5,-1,-1,4,7,6,3,-2,1,7,-4,79,51,42,9,0,52,2,3
896,"Adam","Lynch","",41,"1970-11-5",64082,206,200,187,5,7,5,0,0,0,0,0,0,0,14,4,8,3,1,74,14,31,21,23,69,69,57,0,0,0,0,0,0,3,1,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,5,8,4,7,3,-1,0,7,7,5,1,2,2,-5,-6,57,27,72,7,0,38,0,4
897,"David","Bowman","",42,"1969-7-31",24488,206,215,189,4,4,4,0,0,0,0,0,0,0,13,12,18,9,3,19,69,17,7,20,69,59,79,0,0,0,0,0,0,2,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,4,-4,0,1,4,-2,0,5,8,4,3,3,2,6,3,51,69,32,12,0,27,2,0
898,"Tony","Mariscal","",40,"1971-11-3",71389,56,195,185,2,7,3,0,0,0,0,0,0,0,8,2,6,1,1,26,25,58,54,63,63,37,54,0,0,0,0,0,1,2,3,3,0,37,0,0,0,0,0,-1,1,1,1,1,1,3,1,-1,0,0,1,-1,1,-1,-1,-1,0,0,-1,0,1,-3,0,0,1,-4,-5,-3,3,0,4,-1,0,6,7,5,2,3,7,-7,8,62,32,32,4,0,51,4,0
899,"Bill","Tucker","",40,"1971-6-18",85545,206,195,186,10,4,14,0,0,0,0,0,0,0,6,8,5,13,1,34,29,71,50,59,44,55,61,0,0,0,0,0,0,1,3,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,1,2,-3,6,2,0,-1,5,6,6,3,1,-3,-3,1,65,35,39,9,0,55,0,2
900,"Eric","Smith","",40,"1971-12-19",19593,206,215,192,10,9,14,0,0,0,0,0,0,0,1,11,0,9,0,37,39,73,58,70,48,45,30,0,0,0,0,0,0,3,3,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-9,0,-5,3,0,2,-1,0,4,8,6,2,-3,4,7,-1,79,40,38,6,0,58,4,0
901,"Billy","White","",45,"1967-2-4",31166,206,210,183,1,6,2,151,0,0,40000,3,0,0,14,1,8,3,2,56,50,71,54,71,65,67,43,0,0,0,0,0,1,2,0,1,0,48,0,0,0,0,0,0,0,-1,-1,1,1,3,1,-1,0,0,-1,1,-1,-1,0,1,1,0,0,1,-1,-3,0,0,3,-4,-3,-2,0,0,4,0,0,8,7,5,0,-1,-5,5,0,74,52,57,7,0,58,4,2
902,"Scott","Strickland","",42,"1969-11-27",12699,206,235,196,5,5,5,151,0,0,25000,2,0,0,6,5,2,6,3,65,8,10,11,15,77,61,58,0,0,0,0,0,0,1,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,-1,4,6,4,3,-2,0,6,7,5,2,-6,-5,7,1,45,22,65,5,0,22,1,0
903,"Chris","Betts","",45,"1967-1-12",61299,206,195,192,4,12,4,151,0,0,30000,2,0,0,4,3,4,0,0,31,59,54,30,48,66,90,59,0,0,0,0,0,1,4,3,3,0,70,0,0,0,0,0,-1,1,-1,0,-1,-1,3,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,0,0,1,1,-3,0,0,3,-8,-1,-4,2,-7,3,0,0,6,7,4,3,-4,-3,7,-3,88,62,41,2,0,51,4,0
904,"Matt","Erfurt","",35,"1976-7-30",54167,206,210,184,1,0,2,155,0,0,35000,3,0,0,9,3,6,0,1,36,41,57,46,35,64,47,51,0,0,0,0,0,1,2,2,3,0,30,0,0,0,0,1,1,0,0,-1,0,0,3,-1,-1,-1,1,0,0,1,-1,0,0,-1,1,1,1,-1,-3,0,0,4,1,-2,-2,-2,3,5,0,0,6,7,4,3,-7,-3,3,-5,50,44,41,4,0,45,0,4
905,"Colin","Reeck","",36,"1975-2-25",13963,206,215,185,5,3,5,155,0,0,25000,2,0,0,8,3,9,4,1,58,11,12,30,16,68,69,51,0,0,0,0,0,0,2,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,2,4,1,-2,0,5,8,4,3,1,3,2,4,39,24,59,6,0,29,0,4
906,"Ben","Jenkin","",42,"1969-3-5",41631,206,200,185,4,7,4,155,0,0,30000,2,0,0,10,10,11,16,3,8,54,20,7,10,60,61,66,0,0,0,0,0,0,1,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-4,1,-1,5,5,2,1,0,5,9,5,1,0,5,-2,-5,43,56,22,12,0,21,4,2
907,"Jim","Justice","",38,"1973-12-21",31383,206,200,186,1,0,2,156,0,0,30000,2,0,0,9,10,6,6,4,56,62,48,66,45,54,72,43,0,0,0,0,0,1,2,0,3,0,45,0,0,0,0,0,0,1,0,-1,1,1,3,0,1,-1,0,-1,0,-1,1,-1,1,0,-1,1,1,1,-3,0,0,0,1,-3,0,-1,-4,2,0,0,5,9,4,2,-4,4,-1,8,60,61,56,8,0,50,3,4
908,"Joe","Chapman","",40,"1971-11-6",86448,206,225,201,5,1,5,156,0,0,25000,2,0,0,15,13,22,12,4,65,26,19,8,28,82,69,67,0,0,0,0,0,0,2,3,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,-2,2,-4,0,1,-1,-1,6,9,3,2,2,0,-3,-3,42,38,67,14,0,30,2,0
909,"Curt","Newcombe","",43,"1968-7-28",22521,206,230,195,4,9,4,156,0,0,30000,2,0,0,14,4,20,0,2,32,74,20,44,23,87,66,63,0,0,0,0,0,1,2,3,0,0,18,0,0,0,0,1,1,0,0,1,0,0,3,1,-1,-1,0,0,0,0,0,0,0,1,1,0,1,-1,-3,0,0,4,1,-1,1,-4,-1,5,-2,-1,7,7,3,3,-4,-5,-3,6,68,74,42,8,0,35,4,2
910,"Nate","Benko","",40,"1971-11-15",32688,206,195,172,1,7,2,158,0,0,35000,3,0,0,6,1,6,4,1,41,47,57,35,46,52,42,57,0,0,0,0,0,5,2,0,3,0,47,0,0,0,0,3,2,2,2,2,-2,-1,-2,3,0,-1,-1,-1,0,3,2,0,3,3,2,3,3,3,-1,0,0,5,-2,1,5,5,3,1,0,0,6,11,2,1,-4,0,-1,6,63,48,43,4,0,46,4,1
911,"Josh","Hazelwood","",41,"1970-4-18",6650,206,225,191,5,3,5,158,0,0,30000,2,0,0,3,7,8,12,3,46,21,32,24,10,34,46,72,0,0,0,0,0,0,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,1,-4,2,2,4,0,0,7,6,5,2,-1,-1,-7,-6,37,28,47,7,0,27,1,3
912,"Bill","Howard","",39,"1972-5-18",51917,206,195,184,4,7,4,158,0,0,25000,2,0,0,3,0,7,2,4,61,63,43,62,34,88,58,42,0,0,0,0,0,1,3,1,3,0,58,0,0,0,0,0,0,0,1,-1,1,-1,3,0,1,0,0,0,-1,-1,0,1,0,-1,0,1,0,1,-3,0,0,-1,-5,5,-3,5,1,1,-1,0,5,8,5,2,0,3,2,-1,71,63,61,2,0,49,0,1
913,"Chad","Kneller","",43,"1968-8-9",10291,206,195,177,1,6,2,152,0,0,40000,3,0,0,6,1,0,0,2,52,57,76,77,67,45,69,51,0,0,0,0,0,4,3,3,3,0,61,0,0,0,0,-3,0,1,3,-3,1,-1,3,-2,-4,3,1,0,3,-2,1,2,3,3,2,-3,-1,3,2,0,0,-2,0,1,0,2,-5,2,-2,0,6,8,4,2,6,-2,5,-7,79,57,53,2,0,65,0,2
914,"Justin","Dupree","",42,"1969-12-12",13117,206,195,184,5,3,5,152,0,0,30000,2,0,0,5,10,10,11,2,53,31,38,47,48,42,71,64,0,0,0,0,0,5,0,1,3,0,38,0,0,0,0,3,3,3,2,3,-2,-3,0,3,0,0,1,1,1,2,3,0,3,3,2,2,3,3,0,0,0,5,2,-4,-1,4,-5,3,-1,0,5,8,4,3,1,1,-4,5,52,38,55,9,0,47,1,3
915,"Jason","Williams","",35,"1976-5-23",22509,206,210,195,4,0,4,152,0,0,25000,2,0,0,9,3,10,6,2,13,46,16,3,24,50,43,52,0,0,0,0,0,0,2,3,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,5,1,-4,3,2,-1,-1,6,9,4,1,-7,1,-5,-8,34,47,22,7,0,24,2,3
916,"Dustin","Lund","",37,"1974-8-11",85422,206,200,194,1,0,2,153,0,0,30000,3,0,0,9,3,13,2,3,51,53,39,46,58,60,58,41,0,0,0,0,0,1,2,2,2,0,44,0,0,0,0,1,-1,1,0,-1,0,1,2,1,1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,0,1,-3,0,0,-3,9,0,-3,-1,-4,0,0,0,4,8,5,3,1,-2,5,4,56,53,52,6,0,48,1,0
917,"Kendell","Bruce","",44,"1967-8-20",8003,206,190,189,5,8,5,153,0,0,30000,2,0,0,4,7,9,8,2,73,12,27,26,25,58,69,69,0,0,0,0,0,0,3,2,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,6,4,-1,0,0,1,0,6,7,4,3,-3,8,6,7,64,25,71,7,0,35,2,3
918,"Rob","Brown","",41,"1970-11-27",14082,206,190,184,4,5,4,153,0,0,30000,2,0,0,8,16,16,22,1,27,64,6,26,37,63,64,81,0,0,0,0,0,0,4,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,-4,2,4,-7,5,1,0,6,8,3,3,-6,-1,0,5,53,65,38,15,0,31,2,4
919,"Hector","Serrano","",38,"1973-9-2",20170,206,220,193,1,7,2,154,0,0,45000,3,0,0,11,0,11,0,2,48,43,46,55,73,67,49,84,0,0,0,0,0,5,2,1,3,0,55,0,0,0,0,1,1,3,3,2,-2,-3,0,3,1,1,1,1,-1,1,1,-1,3,2,3,2,3,3,-1,0,0,-1,4,-1,-3,4,-7,1,1,0,7,7,5,1,6,4,3,-5,71,49,53,5,0,57,3,2
920,"Jeremy","Schmitt","",36,"1975-7-18",64151,206,195,187,5,0,5,154,0,0,25000,2,0,0,1,2,0,5,3,41,17,62,41,23,29,53,54,0,0,0,0,0,1,4,1,3,0,38,0,0,0,0,0,-1,0,0,-1,1,1,2,-1,1,0,1,1,-1,0,1,-1,1,0,0,-1,-1,0,-5,0,0,-2,-5,5,-2,-3,1,0,-1,-1,5,9,4,2,1,0,7,2,46,24,42,2,0,41,4,2
921,"Dan","Buczak","",38,"1973-10-10",63363,206,230,193,4,7,4,154,0,0,30000,2,0,0,6,2,8,0,2,10,89,22,21,12,48,70,75,0,0,0,0,0,0,2,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,0,-3,2,7,4,0,0,6,10,3,1,0,-2,-7,-2,52,83,24,3,0,28,4,1
922,"Roberto","Echevarria","",44,"1967-12-23",13181,206,185,180,1,10,2,157,0,0,40000,3,0,0,6,4,6,5,1,57,46,56,66,68,63,62,68,0,0,0,0,0,1,2,3,3,0,42,0,0,0,0,1,0,-1,0,1,-1,0,3,1,0,1,1,1,0,-1,-1,0,1,-1,0,0,-1,-1,-3,0,0,2,5,-2,1,-5,7,3,1,-1,5,10,3,2,-3,-1,3,5,83,51,59,5,0,55,2,1
923,"Trent","McElyea","",35,"1976-5-26",67700,206,195,183,5,3,5,157,0,0,25000,2,0,0,4,3,5,3,0,48,24,17,31,25,48,41,44,0,0,0,0,0,1,2,3,3,0,34,0,0,0,0,0,-1,-1,0,0,1,1,2,0,0,0,0,-1,1,0,1,-1,-1,-1,1,-1,-1,0,-3,0,0,3,6,1,1,3,-3,3,0,0,5,9,4,2,0,-5,1,4,40,29,47,4,0,28,4,0
924,"Dave","Anderson","",44,"1967-3-24",80101,206,215,188,4,4,4,157,0,0,30000,2,0,0,7,3,13,7,2,22,70,23,2,23,76,68,36,0,0,0,0,0,0,1,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-1,1,-3,-2,5,3,-1,0,6,6,5,3,-3,0,3,-7,49,68,32,7,0,26,4,3
925,"Matt","Revilla","",43,"1968-10-13",9951,206,205,193,1,6,2,0,0,0,0,0,0,0,2,10,8,9,1,56,55,52,53,56,63,58,61,0,0,0,0,0,1,1,3,3,0,47,0,0,0,0,1,0,-1,0,-1,1,0,3,-1,1,-1,1,0,1,0,1,0,-1,0,0,1,-1,0,-3,0,0,-2,-8,-2,4,5,-1,3,0,0,5,7,6,2,1,5,2,-7,71,56,57,7,0,51,4,0
926,"David","McKeever","",42,"1969-4-30",14104,206,220,194,5,2,5,0,0,0,0,0,0,0,2,9,0,5,1,48,37,55,35,33,57,56,72,0,0,0,0,0,5,4,3,3,0,58,0,0,0,0,3,1,3,3,3,-1,-3,0,3,1,1,0,0,1,2,2,0,3,3,3,3,2,3,1,0,0,2,5,-1,1,-3,-7,4,-1,-1,6,7,4,3,-1,1,2,-4,54,43,51,4,0,47,4,0
927,"Jason","Earl","",41,"1970-6-20",43849,206,185,188,4,5,4,0,0,0,0,0,0,0,8,11,3,13,0,16,60,27,13,15,73,54,37,0,0,0,0,0,0,2,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,1,1,6,-3,0,0,0,7,9,4,0,5,5,-9,4,48,59,26,10,0,28,2,3
928,"Nick","Ryan","",37,"1974-8-1",50536,206,185,180,2,0,3,0,0,0,0,0,0,0,2,5,4,5,1,43,38,49,60,62,59,53,48,0,0,0,0,0,1,2,3,2,0,45,0,0,0,0,0,-1,1,0,-1,1,-1,2,0,0,-1,1,1,0,0,0,0,-1,0,-1,0,0,0,-3,0,0,3,0,-4,1,-2,3,1,0,0,5,10,5,0,8,4,3,-1,57,42,46,4,0,53,0,4
929,"Jeff","Brown","",44,"1967-8-20",73014,206,215,188,10,4,14,0,0,0,0,0,0,0,6,21,10,21,1,26,23,70,78,63,38,54,41,0,0,0,0,0,4,4,0,0,0,70,0,0,0,0,3,2,-2,0,-3,-2,1,-2,-3,-1,2,-4,2,-3,3,-1,3,-3,-1,0,-2,-3,-2,-1,0,0,-1,5,3,3,1,6,1,1,0,6,9,3,2,-6,-1,4,9,70,28,31,15,0,65,0,1
930,"Aaron","Lard","",40,"1971-12-5",31128,206,220,188,10,8,14,0,0,0,0,0,0,0,5,2,4,0,1,37,36,63,66,71,56,46,59,0,0,0,0,0,0,2,3,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,-1,0,-3,-6,0,-1,-1,6,8,5,1,-2,0,0,-1,82,40,41,3,0,63,1,4
931,"Travis","Dyer","",41,"1971-1-20",78373,206,210,188,1,8,2,0,0,0,0,0,0,0,14,14,11,11,3,44,61,72,59,46,62,50,57,0,0,0,0,0,1,3,3,1,0,41,0,0,0,0,-1,0,1,-1,1,1,1,3,1,1,1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-3,0,0,-10,2,-6,1,3,2,0,1,0,9,7,3,1,3,-3,1,-1,81,60,47,13,0,52,3,0
932,"Eddie","Irick","",36,"1975-8-14",12985,206,215,184,5,0,5,0,0,0,0,0,0,0,0,5,2,3,3,52,14,34,29,23,53,42,36,0,0,0,0,0,2,2,1,1,0,21,0,0,0,0,-1,3,3,1,3,-1,-3,-3,1,-3,-3,-2,-1,-3,-1,-2,1,0,1,-1,0,3,3,1,0,0,3,2,-4,3,0,-5,3,0,0,5,9,4,2,7,-1,6,-4,39,21,50,2,0,32,1,4
933,"Joe","DeFosses","",43,"1968-3-2",41955,206,205,186,4,6,4,0,0,0,0,0,0,0,1,10,5,5,2,44,80,12,45,30,61,65,57,0,0,0,0,0,1,2,0,2,0,30,0,0,0,0,-1,1,1,0,1,-1,-1,4,0,-1,1,0,1,0,1,0,0,-1,1,1,1,1,1,-3,0,0,2,-1,1,-7,-4,1,1,0,-1,5,6,6,3,4,-6,2,-5,60,75,48,5,0,36,1,0
934,"Ken","Shoemaker","",37,"1974-7-4",86551,206,225,185,2,0,3,0,0,0,0,0,0,0,6,2,10,1,3,70,41,53,53,76,47,79,46,0,0,0,0,0,1,4,3,1,0,47,0,0,0,0,-1,0,0,1,0,0,-1,2,-1,-1,1,0,1,1,1,-1,1,-1,0,1,-1,1,0,-5,0,0,-6,3,-4,-1,-5,4,1,-2,-1,6,8,3,3,1,-6,-3,-1,63,45,67,4,0,56,4,1
935,"Brian","Minnick","",35,"1976-2-27",11380,206,205,183,10,4,14,0,0,0,0,0,0,0,17,18,16,11,2,25,38,55,45,58,37,64,48,0,0,0,0,0,0,2,3,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,-6,-1,0,6,2,-1,0,6,8,4,2,-2,-5,-6,6,62,41,31,15,0,55,4,2
936,"Eric","Sanner","",36,"1975-9-2",86418,206,205,191,10,2,14,0,0,0,0,0,0,0,7,1,9,2,3,38,35,47,79,60,43,35,43,0,0,0,0,0,0,1,3,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,5,-4,-4,0,-1,-1,6,10,4,0,2,3,0,-1,56,36,39,4,0,55,1,0
937,"Matt","Ard","",43,"1968-10-30",94373,206,195,185,1,8,2,0,0,0,0,0,0,0,3,6,1,0,0,37,49,53,61,56,74,72,48,0,0,0,0,0,1,2,2,3,0,51,0,0,0,0,-1,-1,-1,1,-1,0,-1,2,0,-1,-1,0,0,0,-1,0,0,0,0,-1,0,1,0,-3,0,0,-4,-1,-2,-1,-3,1,1,0,-1,5,7,4,4,-1,-2,-3,6,79,53,44,2,0,55,4,0
