player_id,team_id,league_id,position,role,batting_ratings_overall_contact,batting_ratings_overall_gap,batting_ratings_overall_eye,batting_ratings_overall_strikeouts,batting_ratings_overall_hp,batting_ratings_overall_power,batting_ratings_overall_babip,batting_ratings_vsr_contact,batting_ratings_vsr_gap,batting_ratings_vsr_eye,batting_ratings_vsr_strikeouts,batting_ratings_vsr_hp,batting_ratings_vsr_power,batting_ratings_vsr_babip,batting_ratings_vsl_contact,batting_ratings_vsl_gap,batting_ratings_vsl_eye,batting_ratings_vsl_strikeouts,batting_ratings_vsl_hp,batting_ratings_vsl_power,batting_ratings_vsl_babip,batting_ratings_talent_contact,batting_ratings_talent_gap,batting_ratings_talent_eye,batting_ratings_talent_strikeouts,batting_ratings_talent_hp,batting_ratings_talent_power,batting_ratings_talent_babip,batting_ratings_misc_bunt,batting_ratings_misc_bunt_for_hit,batting_ratings_misc_gb_hitter_type,batting_ratings_misc_fb_hitter_type
11974,0,0,4,0,19,38,53,37,4,31,38,19,34,52,36,4,31,38,19,49,56,39,4,32,39,19,38,53,37,2,31,94,6,89,0,0
11975,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,2,31,68,50,66,0,0
11976,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,16,50,43,2,0
11977,0,0,6,0,19,36,53,37,4,31,39,19,31,55,36,4,31,39,20,52,45,41,4,31,39,19,36,53,37,2,31,96,6,107,2,0
11978,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,11,53,9,0,0
11979,18,100,5,0,93,189,75,124,9,104,90,91,180,72,118,9,106,90,96,217,85,144,9,98,89,93,189,75,124,9,104,90,8,102,0,0
11980,0,0,5,0,19,36,53,37,4,31,40,20,39,49,38,4,32,40,18,29,66,33,4,27,38,19,36,53,37,1,31,114,9,120,1,2
11981,0,0,3,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,5,31,100,7,89,0,1
11982,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,46,7,58,0,0
11983,0,0,5,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,6,31,87,8,87,1,0
11984,25,100,6,0,100,105,104,177,2,92,85,103,113,111,178,2,96,85,94,81,85,173,2,79,84,100,105,104,177,2,92,85,12,7,0,0
11985,0,0,5,0,19,36,54,37,4,31,39,19,31,54,37,4,32,39,19,52,56,37,4,27,40,19,36,54,37,6,31,100,7,119,0,1
11986,0,0,4,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,37,8,67,0,0
11987,0,0,5,0,19,38,52,37,4,31,39,19,42,54,37,4,30,39,19,27,46,38,4,35,38,19,38,52,37,8,31,79,32,14,2,2
11988,0,0,3,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,4,31,28,10,50,0,1
11989,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,250,57,100,1,0
11990,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,244,60,8,1,0
11991,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,29,56,61,0,2
11992,0,0,2,0,19,36,53,37,4,31,39,19,34,49,36,4,30,39,20,46,66,39,4,34,40,19,36,53,37,6,31,86,10,24,0,0
11993,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,87,43,50,1,2
11994,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,2,31,84,9,7,1,1
11995,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,20,43,32,0,0
11996,0,0,6,0,19,36,53,37,4,31,39,19,31,49,36,4,30,39,20,52,66,40,4,35,38,19,36,53,37,2,31,86,9,82,0,2
11997,29,100,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,83,47,50,0,0
11998,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,76,10,62,0,2
11999,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,31,55,86,0,0
12000,0,0,8,0,19,36,53,37,4,31,40,19,35,56,36,4,32,40,20,39,42,41,4,27,42,19,36,53,37,1,31,89,10,111,1,1
12001,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,0,31,57,55,50,0,2
12002,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,57,51,9,1,2
12003,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,6,31,20,52,12,2,1
12004,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,37,46,111,1,0
12005,0,0,2,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,3,31,65,7,34,2,0
12006,0,0,7,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,6,31,55,6,74,0,2
12007,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,44,47,93,0,2
12008,0,0,9,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,3,31,101,8,19,2,0
12009,0,0,2,0,19,38,52,37,4,31,40,19,38,48,36,4,30,40,20,35,63,39,4,35,39,19,38,52,37,6,31,81,7,116,1,0
12010,0,0,1,12,6,20,27,22,4,31,31,6,20,25,22,4,30,31,6,20,35,22,4,35,32,6,20,27,22,3,31,117,56,26,1,1
12011,0,0,7,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,32,8,43,1,0
12012,0,0,7,0,19,36,54,37,4,31,39,19,35,58,36,4,32,39,20,41,42,41,4,27,40,19,36,54,37,6,31,77,8,98,0,0
12013,0,0,7,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,2,31,89,8,84,0,1
12014,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,70,50,46,0,1
12015,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,69,41,31,0,0
12016,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,6,31,35,7,115,0,2
12017,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,59,46,105,1,1
12018,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,31,41,52,0,0
12019,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,1,31,88,9,5,0,1
12020,0,0,2,0,19,36,53,37,4,31,39,19,31,49,36,4,30,39,20,52,66,40,4,35,39,19,36,53,37,2,31,89,7,107,0,2
12021,0,0,8,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,69,8,13,0,2
12022,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,7,31,89,6,79,0,0
12023,0,0,3,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,6,31,57,8,118,1,0
12024,0,0,6,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,3,31,82,6,87,0,0
12025,0,0,4,0,19,38,53,37,4,31,39,19,38,50,37,4,30,39,19,35,59,36,4,33,40,19,38,53,37,5,31,107,10,111,0,2
12026,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,58,52,14,0,2
12027,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,16,47,107,2,0
12028,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,27,47,49,2,2
12029,0,0,3,0,19,38,54,37,4,31,39,19,42,58,36,4,32,39,19,27,42,39,4,29,39,19,38,54,37,4,31,129,6,52,2,0
12030,0,0,5,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,4,31,57,9,26,1,2
12031,0,0,2,0,19,38,54,37,4,31,39,19,42,58,38,4,32,39,18,27,42,33,4,27,38,19,38,54,37,4,31,88,6,107,0,1
12032,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,44,50,53,1,1
12033,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,7,31,62,10,51,0,0
12034,0,0,4,0,19,36,53,37,4,31,39,19,35,55,38,4,31,38,19,41,46,34,4,31,41,19,36,53,37,1,31,89,9,92,0,1
12035,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,14,31,99,6,104,0,0
12036,0,0,5,0,19,36,53,37,4,31,39,19,36,50,36,4,31,39,20,34,60,40,4,29,40,19,36,53,37,4,31,93,7,21,0,0
12037,0,0,8,0,19,38,53,37,4,31,40,20,42,49,38,4,32,40,18,27,65,33,4,27,38,19,38,53,37,1,31,123,10,20,0,1
12038,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,35,6,80,1,2
12039,0,0,6,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,37,8,20,1,1
12040,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,82,47,57,0,1
12041,0,0,9,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,63,6,82,1,2
12042,0,0,8,0,19,36,54,37,4,31,38,19,32,58,38,4,31,38,19,48,42,33,4,30,39,19,36,54,37,0,31,103,10,99,0,0
12043,0,0,7,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,3,31,91,7,64,1,2
12044,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,31,51,87,0,1
12045,0,0,6,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,6,31,64,8,4,2,0
12046,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,11,57,42,0,1
12047,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,3,31,122,9,65,0,0
12048,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,21,57,115,0,0
12049,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,2,31,49,47,109,1,0
12050,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,33,60,49,2,0
12051,0,0,7,0,19,36,53,37,4,31,39,19,31,49,38,4,30,39,19,52,66,33,4,35,39,19,36,53,37,2,31,96,9,3,0,0
12052,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,31,49,47,0,2
12053,0,0,5,0,19,36,53,37,4,31,40,19,31,49,36,4,31,40,20,52,66,41,4,31,42,19,36,53,37,2,31,88,6,109,0,2
12054,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,7,31,16,57,41,0,0
12055,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,24,57,48,0,0
12056,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,31,57,21,0,0
12057,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,153,50,35,1,2
12058,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,35,42,71,0,2
12059,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,59,7,24,2,2
12060,0,0,3,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,1,31,122,9,79,2,1
12061,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,31,41,65,1,1
12062,0,0,5,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,65,6,110,0,1
12063,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,6,58,100,0,2
12064,0,0,9,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,7,31,134,9,32,0,0
12065,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,5,31,98,7,83,0,2
12066,0,0,6,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,41,7,62,0,1
12067,0,0,4,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,23,9,19,0,0
12068,0,0,3,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,7,31,81,9,95,0,0
12069,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,33,6,17,0,2
12070,0,0,9,0,19,38,54,37,4,31,39,19,39,58,36,4,30,39,20,31,42,41,4,34,40,19,38,54,37,1,31,111,10,107,1,0
12071,0,0,7,0,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,133,42,6,0,2
12072,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,31,47,40,1,0
12073,0,0,8,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,4,31,128,10,110,0,0
12074,0,0,7,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,7,31,36,6,59,0,0
12075,0,0,3,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,4,31,82,9,2,1,0
12076,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,52,44,62,0,2
12077,38,101,8,0,72,101,49,75,15,86,98,72,98,47,75,15,89,97,74,109,58,77,15,78,101,72,101,49,75,15,86,98,7,76,0,2
12078,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,3,31,95,7,23,1,0
12079,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,5,31,95,6,107,0,0
12080,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,46,42,32,0,1
12081,0,0,5,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,4,31,32,10,119,2,2
12082,0,0,6,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,5,31,109,9,11,0,0
12083,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,29,45,64,1,2
12084,0,0,1,12,7,20,27,22,4,31,31,7,21,29,22,4,31,31,5,17,20,21,4,32,33,7,20,27,22,1,31,113,43,68,0,1
12085,0,0,4,0,19,38,53,37,4,31,40,19,42,53,38,4,30,40,19,27,52,33,4,35,38,19,38,53,37,1,31,98,8,64,0,0
12086,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,6,31,79,8,84,0,0
12087,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,32,7,12,1,0
12088,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,40,48,53,0,0
12089,0,0,2,0,19,36,53,37,4,31,39,19,34,53,36,4,31,39,19,44,53,39,4,29,40,19,36,53,37,4,31,88,10,24,2,1
12090,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,7,31,41,8,55,1,0
12091,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,15,44,84,2,2
12092,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,56,113,2,2
12093,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,18,59,43,0,0
12094,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,44,60,69,2,0
12095,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,27,52,91,2,1
12096,0,0,5,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,2,31,96,8,101,0,2
12097,0,0,5,0,19,36,53,37,4,31,39,19,31,52,36,4,30,39,20,52,55,40,4,35,39,19,36,53,37,1,31,93,8,96,0,1
12098,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,8,31,36,8,75,1,1
12099,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,33,48,98,1,0
12100,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,31,58,106,0,0
12101,0,0,2,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,5,31,79,10,42,1,0
12102,0,0,5,0,19,36,54,38,4,32,39,19,32,58,38,4,33,38,19,51,42,36,4,28,41,19,36,54,38,1,32,92,9,86,0,2
12103,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,7,31,37,9,107,0,1
12104,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,29,59,80,1,0
12105,0,0,7,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,4,31,54,7,43,1,1
12106,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,167,53,4,2,0
12107,0,0,8,0,19,38,54,37,4,31,40,20,42,58,38,4,32,40,18,27,42,33,4,27,38,19,38,54,37,1,31,107,6,96,1,1
12108,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,0,31,58,46,112,2,2
12109,0,0,7,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,36,6,109,0,0
12110,0,0,7,0,19,36,53,37,4,31,39,19,38,53,37,4,31,39,19,31,53,38,4,32,39,19,36,53,37,3,31,99,9,95,0,1
12111,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,2,31,54,51,98,2,2
12112,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,17,22,22,4,28,29,6,20,28,22,6,31,34,59,116,0,2
12113,0,0,8,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,4,31,37,9,14,0,1
12114,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,31,51,26,2,0
12115,0,0,2,0,19,38,54,37,4,31,39,19,42,58,36,4,32,39,19,27,42,39,4,27,38,19,38,54,37,3,31,71,8,49,0,0
12116,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,56,58,15,1,2
12117,0,0,2,0,19,36,53,37,4,31,39,19,38,50,36,4,31,39,20,31,62,40,4,31,40,19,36,53,37,4,31,103,6,105,0,0
12118,0,0,1,12,6,20,26,22,4,31,32,6,20,28,22,4,31,32,6,19,20,22,4,30,30,6,20,26,22,0,31,30,55,75,1,2
12119,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,17,22,22,4,28,29,6,20,28,22,1,31,104,54,101,0,0
12120,0,0,6,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,15,9,52,1,0
12121,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,90,53,18,0,1
12122,0,0,1,12,6,20,27,22,4,31,31,6,19,28,22,4,31,31,7,22,22,22,4,31,32,6,20,27,22,0,31,8,59,44,0,2
12123,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,79,49,47,1,2
12124,0,0,1,12,6,20,26,22,4,32,31,6,19,25,22,4,32,31,8,23,30,23,4,34,32,6,20,26,22,2,32,109,50,28,1,1
12125,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,75,50,23,0,1
12126,0,0,4,0,19,38,53,37,4,31,38,19,36,49,38,4,30,38,19,41,66,33,4,35,39,19,38,53,37,3,31,93,8,51,0,0
12127,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,72,6,110,2,0
12128,0,0,4,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,61,9,34,2,1
12129,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,79,6,30,1,0
12130,0,0,5,0,19,36,53,37,4,31,40,19,34,50,37,4,30,40,19,48,61,38,4,34,39,19,36,53,37,2,31,87,6,120,1,0
12131,0,0,6,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,1,31,67,10,32,2,0
12132,0,0,4,0,19,38,54,37,4,31,40,20,42,54,38,4,32,40,18,27,56,33,4,27,38,19,38,54,37,2,31,128,7,116,0,1
12133,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,250,54,21,1,2
12134,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,93,49,17,2,0
12135,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,2,31,45,13,87,1,1
12136,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,18,60,3,0,2
12137,0,0,1,12,6,20,27,22,4,31,31,6,19,25,22,4,31,31,6,23,34,22,4,31,32,6,20,27,22,0,31,83,52,42,0,0
12138,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,2,31,90,45,50,0,1
12139,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,1,31,99,43,63,0,1
12140,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,27,60,49,0,1
12141,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,17,22,22,4,28,29,6,20,28,22,3,31,75,55,41,2,2
12142,0,0,6,0,19,36,54,37,4,31,38,19,36,53,36,4,30,38,20,36,60,39,4,35,39,19,36,54,37,3,31,98,7,82,0,0
12143,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,0,31,73,45,63,0,0
12144,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,2,31,62,43,53,0,0
12145,0,0,7,0,19,38,53,37,4,31,39,19,42,54,38,4,30,39,19,27,47,35,4,35,38,19,38,53,37,3,31,100,9,63,1,1
12146,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,88,43,35,1,0
12147,0,0,2,0,19,36,53,37,4,31,40,19,34,49,36,4,32,40,19,44,62,39,4,27,39,19,36,53,37,5,31,91,6,86,0,1
12148,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,17,22,22,4,28,29,6,20,28,22,4,31,61,51,110,2,0
12149,0,0,6,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,39,8,38,0,2
12150,0,0,4,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,36,7,62,2,2
12151,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,8,31,104,44,95,1,2
12152,0,0,3,0,19,38,53,37,4,31,39,19,42,49,37,4,30,39,20,27,66,38,4,35,40,19,38,53,37,1,31,78,9,56,0,1
12153,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,2,31,74,43,6,0,0
