player_id,team_id,league_id,position,role,pitching_ratings_overall_stuff,pitching_ratings_overall_control,pitching_ratings_overall_movement,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_control,pitching_ratings_vsr_movement,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_control,pitching_ratings_vsl_movement,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_control,pitching_ratings_talent_movement,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_arm_slot,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold
11423,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,108
11424,0,0,7,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,86
11425,0,0,8,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,121
11426,0,0,1,12,29,32,75,0,1,1,31,34,78,0,1,1,28,30,71,0,1,1,29,32,75,0,0,0,58,38,29,0,0,0,0,0,0,0,0,0,58,38,29,0,0,0,0,0,0,0,0,0,8,3,144,63,35
11427,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,136
11428,0,0,1,12,22,33,77,0,1,1,20,31,72,0,1,1,27,40,90,0,1,1,22,33,77,0,0,0,0,0,32,0,0,0,54,0,0,0,0,0,0,0,32,0,0,0,54,0,0,0,0,0,9,3,40,57,187
11429,0,0,3,0,2,1,57,10,15,30,2,1,55,10,15,30,2,1,60,10,15,30,2,1,57,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,184
11430,0,0,1,12,34,32,75,0,1,1,35,34,78,0,1,1,32,28,70,0,1,1,34,32,75,0,0,0,60,31,21,0,57,1,0,57,0,0,0,0,60,31,21,0,57,1,0,57,0,0,0,0,10,3,128,36,22
11431,0,0,1,12,31,32,75,0,1,1,32,34,78,0,1,1,28,28,69,0,1,1,31,32,75,0,0,0,68,0,34,0,0,13,0,0,0,0,0,0,68,0,34,0,0,13,0,0,0,0,0,0,10,3,73,55,160
11432,0,0,1,12,32,33,77,0,1,1,29,31,72,0,1,1,40,40,90,0,1,1,32,33,77,0,0,0,54,0,19,0,0,1,53,0,0,0,0,0,54,0,19,0,0,1,53,0,0,0,0,0,9,3,48,52,182
11433,0,0,6,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,86
11434,0,0,4,0,3,1,58,10,15,30,3,1,60,10,15,30,3,1,55,10,15,30,3,1,58,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,1,35,146
11435,0,0,1,12,22,34,78,0,1,1,25,37,86,0,1,1,19,30,70,0,1,1,22,34,78,0,0,0,0,0,30,0,0,0,64,0,0,0,0,0,0,0,30,0,0,0,64,0,0,0,0,0,10,3,42,45,46
11436,0,0,1,12,22,34,78,0,1,1,24,37,84,0,1,1,19,30,70,0,1,1,22,34,78,0,5,0,0,0,30,0,0,0,70,0,0,0,0,0,0,0,30,0,0,0,70,0,0,0,0,0,10,1,48,29,107
11437,0,0,9,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,75
11438,0,0,1,12,37,32,76,0,1,1,38,34,79,0,1,1,35,28,71,0,1,1,37,32,76,0,0,0,60,0,21,0,0,0,0,0,0,58,0,0,60,0,21,0,0,0,0,0,0,58,0,0,10,3,147,34,61
11439,23,100,5,0,2,1,53,10,15,30,2,1,54,10,15,30,2,1,50,10,15,30,2,1,53,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,46
11440,0,0,1,12,29,32,75,0,1,1,32,33,78,0,1,1,27,30,71,0,1,1,29,32,75,0,0,0,55,42,0,0,0,27,0,0,0,0,0,0,55,42,0,0,0,27,0,0,0,0,0,0,9,3,80,35,69
11441,0,0,8,0,3,1,58,10,15,30,3,1,59,10,15,30,3,1,55,10,15,30,3,1,58,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,1,35,106
11442,43,101,7,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,128
11443,0,0,6,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,135
11444,0,0,6,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,71
11445,0,0,6,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,130
11446,0,0,6,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,143
11447,0,0,1,11,82,85,58,1,10,3,79,83,57,1,10,3,91,93,61,1,10,3,82,85,58,0,0,0,100,0,104,0,0,123,0,0,0,0,0,0,100,0,104,0,0,123,0,0,0,0,0,0,9,4,137,48,187
11448,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,67
11449,0,0,7,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,60,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,175
11450,0,0,6,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,59
11451,0,0,1,12,37,32,75,1,1,1,39,34,78,1,1,1,34,30,70,1,1,1,37,32,75,0,0,0,60,0,21,0,0,1,0,0,0,54,0,0,60,0,21,0,0,1,0,0,0,54,0,0,10,3,141,49,23
11452,0,0,2,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,60
11453,0,0,7,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,60,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,108
11454,0,0,1,12,27,32,73,1,1,1,29,34,77,1,1,1,25,30,69,1,1,1,27,32,73,0,0,0,63,0,24,26,0,0,0,0,0,0,0,22,63,0,24,26,0,0,0,0,0,0,0,22,10,3,142,44,116
11455,0,0,1,12,32,31,72,0,1,1,31,30,70,0,1,1,37,35,79,0,1,1,32,31,72,0,0,0,60,0,21,0,0,1,0,57,0,0,0,0,60,0,21,0,0,1,0,57,0,0,0,0,10,3,130,37,168
11456,0,0,1,12,28,32,75,1,1,1,29,33,77,1,1,1,26,30,71,1,1,1,28,32,75,0,0,0,56,0,38,0,0,0,0,0,33,0,0,0,56,0,38,0,0,0,0,0,33,0,0,0,8,3,72,43,15
11457,0,0,7,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,86
11458,0,0,7,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,70
11459,0,0,4,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,119
11460,0,0,8,0,19,1,58,10,15,30,18,1,55,10,15,30,23,1,64,10,15,30,19,1,58,0,0,0,60,31,21,0,0,1,0,0,0,0,0,0,60,31,21,0,0,1,0,0,0,0,0,0,10,3,147,48,164
11461,0,0,1,12,29,31,75,1,1,1,28,28,72,1,1,1,35,37,83,1,1,1,29,31,75,0,0,0,70,0,0,0,0,18,0,0,29,0,0,0,70,0,0,0,0,18,0,0,29,0,0,0,10,3,220,54,120
11462,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,77
11463,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,141
11464,0,0,4,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,61
11465,0,0,7,0,3,1,58,10,15,30,3,1,59,10,15,30,3,1,55,10,15,30,3,1,58,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,1,35,116
11466,0,0,3,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,58
11467,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,99
11468,0,0,4,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,58
11469,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,31
11470,0,0,1,12,37,34,79,0,1,1,41,37,86,0,1,1,32,30,71,0,1,1,37,34,79,0,0,0,60,0,21,0,0,1,57,0,0,0,0,0,60,0,21,0,0,1,57,0,0,0,0,0,10,3,49,52,54
11471,41,101,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,60
11472,0,0,2,0,4,1,58,10,15,30,5,1,61,10,15,30,4,1,53,10,15,30,4,1,58,0,14,0,24,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,4,2,1,35,91
11473,0,0,9,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,158
11474,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,126
11475,0,0,1,12,28,32,76,0,1,1,29,34,79,0,1,1,26,28,70,0,1,1,28,32,76,0,0,0,62,33,22,0,0,2,0,0,0,0,0,0,62,33,22,0,0,2,0,0,0,0,0,0,10,3,151,54,91
11476,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,65
11477,0,0,1,12,29,32,75,1,1,1,32,34,78,1,1,1,27,28,69,1,1,1,29,32,75,0,0,0,63,34,25,0,0,0,0,0,0,0,0,0,63,34,25,0,0,0,0,0,0,0,0,0,10,3,188,43,126
11478,0,0,1,12,29,31,72,0,1,1,28,30,70,0,1,1,33,34,77,0,1,1,29,31,72,0,0,0,61,0,38,0,0,21,0,0,0,0,0,0,61,0,38,0,0,21,0,0,0,0,0,0,8,4,165,41,131
11479,0,0,1,12,31,32,75,0,1,1,32,33,77,0,1,1,28,30,71,0,1,1,31,32,75,0,0,0,59,41,0,0,0,19,0,0,0,0,0,0,59,41,0,0,0,19,0,0,0,0,0,0,8,3,146,49,128
11480,0,0,1,12,22,34,79,0,1,1,24,37,84,0,1,1,19,31,72,0,1,1,22,34,79,0,0,0,0,0,30,0,0,0,51,0,0,0,0,0,0,0,30,0,0,0,51,0,0,0,0,0,10,3,45,62,87
11481,0,0,1,12,27,34,79,0,1,1,29,37,82,0,1,1,25,32,75,0,1,1,27,34,79,0,0,0,60,31,21,0,0,0,0,0,0,0,0,0,60,31,21,0,0,0,0,0,0,0,0,0,10,4,34,69,133
11482,0,0,1,12,28,31,75,0,1,1,26,30,71,0,1,1,36,35,84,0,1,1,28,31,75,0,0,0,55,28,0,0,0,4,0,50,0,0,0,0,55,28,0,0,0,4,0,50,0,0,0,0,9,2,143,53,120
11483,0,0,4,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,71
11484,0,0,9,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,85
11485,0,0,1,12,27,32,73,1,1,1,31,34,78,1,1,1,24,28,66,1,1,1,27,32,73,0,0,0,59,31,28,0,0,15,0,0,0,0,0,0,59,31,28,0,0,15,0,0,0,0,0,0,9,3,132,33,47
11486,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,76
11487,0,0,1,12,22,34,79,0,1,1,23,37,83,0,1,1,20,32,76,0,1,1,22,34,79,0,0,0,0,33,0,0,0,0,42,0,0,0,0,0,0,33,0,0,0,0,42,0,0,0,0,0,9,3,39,67,73
11488,0,0,1,12,29,31,71,0,1,1,28,30,69,0,1,1,34,38,81,0,1,1,29,31,71,0,0,0,67,0,30,0,0,21,0,0,0,0,0,0,67,0,30,0,0,21,0,0,0,0,0,0,10,3,167,47,130
11489,0,0,2,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,35,94
11490,0,0,1,12,22,34,79,0,1,1,24,37,83,0,1,1,20,32,75,0,1,1,22,34,79,0,0,0,0,0,27,0,0,0,0,0,0,60,0,0,0,0,27,0,0,0,0,0,0,60,0,0,11,3,34,49,59
11491,0,0,7,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,60,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,171
11492,0,0,1,12,22,33,78,1,1,1,21,32,76,1,1,1,26,38,88,1,1,1,22,33,78,0,0,0,0,0,38,0,0,0,40,0,0,0,0,0,0,0,38,0,0,0,40,0,0,0,0,0,7,3,27,67,120
11493,0,0,1,12,27,31,72,0,1,1,26,30,70,0,1,1,32,37,79,0,1,1,27,31,72,0,0,0,53,38,29,0,0,12,0,0,0,0,0,0,53,38,29,0,0,12,0,0,0,0,0,0,7,3,136,50,171
11494,0,0,4,0,3,1,58,10,15,30,3,1,59,10,15,30,3,1,55,10,15,30,3,1,58,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,4,1,35,44
11495,0,0,1,12,37,33,78,0,1,1,35,32,75,0,1,1,45,38,89,0,1,1,37,33,78,0,0,0,60,0,21,0,0,1,51,0,0,0,0,0,60,0,21,0,0,1,51,0,0,0,0,0,10,3,49,59,182
11496,0,0,1,12,22,34,78,0,1,1,23,37,83,0,1,1,20,31,72,0,1,1,22,34,78,0,0,0,57,0,24,0,48,0,0,0,0,0,0,0,57,0,24,0,48,0,0,0,0,0,0,0,9,3,45,60,149
11497,0,0,6,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,88
11498,0,0,1,12,27,34,79,0,1,1,29,37,83,0,1,1,26,32,75,0,1,1,27,34,79,0,0,0,60,31,21,0,0,0,0,0,0,0,0,0,60,31,21,0,0,0,0,0,0,0,0,0,10,2,43,48,134
11499,0,0,4,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,106
11500,0,0,1,11,109,66,59,0,5,6,112,69,61,0,5,6,106,61,57,0,5,6,109,66,59,0,0,0,140,142,0,0,104,0,0,0,0,0,0,0,140,142,0,0,104,0,0,0,0,0,0,0,11,3,163,48,36
11501,0,0,7,0,3,1,58,10,15,30,3,1,59,10,15,30,3,1,55,10,15,30,3,1,58,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,4,1,35,112
11502,0,0,1,12,26,34,78,0,1,1,28,38,82,0,1,1,24,31,72,0,1,1,26,34,78,0,0,0,66,0,23,0,61,0,0,0,0,0,0,0,66,0,23,0,61,0,0,0,0,0,0,0,11,2,47,38,34
11503,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,112
11504,0,0,4,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,5
11505,0,0,1,12,27,32,76,0,1,1,29,34,81,0,1,1,25,28,71,0,1,1,27,32,76,0,0,0,60,0,27,32,0,7,0,0,0,0,0,0,60,0,27,32,0,7,0,0,0,0,0,0,9,3,207,56,120
11506,0,0,1,12,25,34,79,0,1,1,27,37,83,0,1,1,23,32,75,0,1,1,25,34,79,0,0,0,66,0,23,0,0,1,0,0,0,0,0,0,66,0,23,0,0,1,0,0,0,0,0,0,11,3,37,42,45
11507,0,0,5,0,5,1,59,10,15,30,5,1,61,10,15,30,5,1,54,10,15,30,5,1,59,0,14,0,24,0,9,0,0,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,4,3,1,58,94
11508,0,0,3,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,116
11509,0,0,1,12,22,34,79,1,1,1,25,37,86,1,1,1,19,31,73,1,1,1,22,34,79,0,0,0,0,0,27,0,0,0,65,0,0,0,0,0,0,0,27,0,0,0,65,0,0,0,0,0,11,2,35,46,135
11510,0,0,9,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,61,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,126
11511,0,0,6,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,22
11512,0,0,4,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,66
11513,0,0,1,12,37,34,79,0,1,1,38,35,82,0,1,1,35,32,76,0,1,1,37,34,79,0,0,0,60,0,21,0,0,0,0,0,0,53,0,0,60,0,21,0,0,0,0,0,0,53,0,0,10,3,46,53,41
11514,0,0,1,12,33,32,76,1,1,1,34,34,81,1,1,1,31,28,71,1,1,1,33,32,76,0,0,0,60,31,0,0,0,1,0,53,0,0,0,0,60,31,0,0,0,1,0,53,0,0,0,0,10,3,104,54,78
11515,0,0,3,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,112
11516,0,0,1,12,40,34,79,0,1,1,41,37,83,0,1,1,38,32,76,0,1,1,40,34,79,0,0,0,78,40,27,0,0,0,0,0,0,0,0,0,78,40,27,0,0,0,0,0,0,0,0,0,13,3,31,32,48
11517,0,0,1,12,37,34,79,0,1,1,39,37,83,0,1,1,34,32,75,0,1,1,37,34,79,0,0,0,60,0,21,0,0,0,0,0,0,53,0,0,60,0,21,0,0,0,0,0,0,53,0,0,10,1,2,53,114
11518,0,0,8,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,39
11519,0,0,9,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,60,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,109
11520,0,0,1,12,37,34,79,1,1,1,40,37,86,1,1,1,33,30,71,1,1,1,37,34,79,0,0,0,60,0,21,0,0,1,56,0,0,0,0,0,60,0,21,0,0,1,56,0,0,0,0,0,10,4,44,53,41
11521,0,0,4,0,4,1,58,10,15,30,4,1,60,10,15,30,4,1,55,10,15,30,4,1,58,0,14,0,18,10,0,0,0,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,3,2,1,35,117
11522,0,0,8,0,8,1,59,10,15,30,8,1,60,10,15,30,8,1,57,10,15,30,8,1,59,0,0,0,30,16,0,0,0,0,0,0,0,0,0,0,30,16,0,0,0,0,0,0,0,0,0,0,5,1,1,58,134
11523,0,0,5,0,7,1,60,10,15,30,8,1,64,10,15,30,7,1,55,10,15,30,7,1,60,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,6,1,1,54,147
11524,0,0,1,12,37,34,78,1,1,1,41,37,84,1,1,1,32,31,71,1,1,1,37,34,78,0,0,0,60,0,21,0,0,1,55,0,0,0,0,0,60,0,21,0,0,1,55,0,0,0,0,0,10,3,49,55,38
11525,35,101,1,11,52,55,60,0,8,6,55,59,63,0,8,6,50,50,58,0,8,6,52,55,60,0,0,0,74,61,46,0,0,9,66,0,0,0,0,0,74,61,46,0,0,9,66,0,0,0,0,0,11,4,50,54,151
11526,0,0,3,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,114
11527,0,0,4,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,5
11528,0,0,1,12,28,32,75,0,1,1,29,34,78,0,1,1,27,30,71,0,1,1,28,32,75,0,0,0,60,31,21,0,55,0,0,0,0,0,0,0,60,31,21,0,55,0,0,0,0,0,0,0,10,3,127,45,107
11529,0,0,5,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,84
11530,0,0,1,12,37,31,72,0,1,1,35,30,70,0,1,1,44,34,78,0,1,1,37,31,72,0,0,0,60,0,21,0,0,1,0,0,0,54,0,0,60,0,21,0,0,1,0,0,0,54,0,0,10,3,156,47,117
11531,0,0,8,0,2,1,57,10,15,30,2,1,55,10,15,30,2,1,60,10,15,30,2,1,57,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,105
11532,0,0,6,0,2,1,57,10,15,30,2,1,55,10,15,30,2,1,60,10,15,30,2,1,57,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,186
11533,0,0,6,0,3,1,58,10,15,30,3,1,60,10,15,30,3,1,55,10,15,30,3,1,58,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,1,35,143
11534,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,91
